SNo,E. Code,Name,Shift,S. InTime,S. OutTime,A. InTime,A. OutTime,Work Dur.,OT,Tot. Dur.,LateBy,EarlyGoingBy,Status,Punch Records,Date,In_Hours,Missed_swipe_ins,Missed_swipe_outs,Difference
27,00035,00035,GS,09:30,23:30,14:14,22:41,8:27,00:00,8:27,4:44,00:48,Present ,"14:14:in(Aidas Tech),18:09:out(Aidas Tech),18:13:(Aidas Tech),18:51:in(Aidas Tech),19:30:out(Aidas Tech),20:40:in(Aidas Tech),20:41:(Aidas Tech),22:41:out(Aidas Tech),",2023-02-21 00:00:00,06:34,0,2,01:53
28,00036,00036,GS,09:30,23:30,14:12,22:40,8:28,00:00,8:28,4:42,00:49,Present ,"14:12:in(Aidas Tech),15:47:out(Aidas Tech),15:52:(Aidas Tech),17:10:in(Aidas Tech),17:14:(Aidas Tech),17:14:(Aidas Tech),18:21:out(Aidas Tech),19:32:in(Aidas Tech),20:41:out(Aidas Tech),20:44:(Aidas Tech),20:44:(Aidas Tech),21:13:in(Aidas Tech),21:18:(Aidas Tech),21:18:(Aidas Tech),21:21:out(Aidas Tech),21:30:in(Aidas Tech),22:40:out(Aidas Tech),",2023-02-21 00:00:00,05:04,0,7,03:24
31,00041,00041,GS,09:30,23:30,09:18,19:47,10:18,00:00,10:18,00:00,3:42,Present ,"09:18:in(Aidas Tech),09:48:out(Aidas Tech),10:16:in(Aidas Tech),11:35:out(Aidas Tech),11:41:in(Aidas Tech),11:41:(Aidas Tech),11:43:(Aidas Tech),11:44:(Aidas Tech),13:08:out(Aidas Tech),14:10:in(Aidas Tech),14:45:out(Aidas Tech),14:52:in(Aidas Tech),14:52:(Aidas Tech),16:26:out(Aidas Tech),17:23:in(Aidas Tech),17:23:(Aidas Tech),19:47:out(Aidas Tech),",2023-02-21 00:00:00,07:46,0,5,02:32
33,0045,0045,GS,09:30,23:30,09:13,18:11,8:42,00:00,8:42,00:00,5:18,Present ,"09:13:in(Aidas Tech),09:14:(Aidas Tech),09:16:(Aidas Tech),09:22:out(Aidas Tech),09:24:(Aidas Tech),09:55:in(Aidas Tech),09:57:(Aidas Tech),11:19:out(Aidas Tech),11:22:(Aidas Tech),12:57:in(Aidas Tech),13:01:(Aidas Tech),13:12:out(Aidas Tech),14:06:in(Aidas Tech),14:07:(Aidas Tech),14:10:(Aidas Tech),15:31:out(Aidas Tech),15:34:(Aidas Tech),16:37:in(Aidas Tech),16:39:(Aidas Tech),17:19:out(Aidas Tech),17:58:in(Aidas Tech),18:11:out(Aidas Tech),",2023-02-21 00:00:00,03:53,0,10,04:49
1,00000,00000,GS,09:30,23:30,09:09,18:08,8:39,00:00,8:39,00:00,5:21,Present ,"09:09:in(Aidas Tech),12:11:out(Aidas Tech),12:15:(Aidas Tech),13:24:in(Aidas Tech),14:03:out(Aidas Tech),16:40:in(Aidas Tech),16:51:out(Aidas Tech),18:08:in(Aidas Tech),",2023-02-22 00:00:00,03:52,0,1,04:47
6,0003,0003,GS,09:30,23:30,12:45,18:41,5:56,00:00,5:56,3:15,4:48,Present ,"12:45:in(Aidas Tech),13:34:out(Aidas Tech),14:24:in(Aidas Tech),15:52:out(Aidas Tech),16:44:in(Aidas Tech),18:41:out(Aidas Tech),",2023-02-22 00:00:00,04:14,0,0,01:42
7,00005,00005,GS,09:30,23:30,11:17,00:38,12:13,1:08,13:21,1:47,00:00,Present ,"11:17:in(Aidas Tech),12:28:out(Aidas Tech),12:35:in(Aidas Tech),13:16:out(Aidas Tech),14:03:in(Aidas Tech),15:23:out(Aidas Tech),15:27:(Aidas Tech),17:56:in(Aidas Tech),18:59:out(Aidas Tech),22:27:in(Aidas Tech),23:33:out(Aidas Tech),00:38:in(Aidas Tech),",2023-02-22 00:00:00,05:21,0,1,06:52
8,006,006,GS,09:30,23:30,14:15,21:25,7:10,00:00,7:10,4:45,2:04,Present ,"14:15:in(Aidas Tech),18:03:out(Aidas Tech),18:44:in(Aidas Tech),21:25:out(Aidas Tech),",2023-02-22 00:00:00,06:29,0,0,00:41
9,007,007,GS,09:30,23:30,09:48,20:15,10:27,00:00,10:27,00:18,3:14,Present ,"09:48:in(Aidas Tech),13:34:out(Aidas Tech),13:40:in(Aidas Tech),13:40:(Aidas Tech),14:16:out(Aidas Tech),18:14:in(Aidas Tech),18:35:out(Aidas Tech),20:15:in(Aidas Tech),",2023-02-22 00:00:00,04:43,0,1,05:44
10,00007,00007,GS,09:30,23:30,14:14,22:09,7:55,00:00,7:55,4:44,1:20,Present ,"14:14:in(Aidas Tech),14:14:(Aidas Tech),14:20:out(Aidas Tech),14:23:(Aidas Tech),18:06:in(Aidas Tech),18:46:out(Aidas Tech),20:26:in(Aidas Tech),20:28:(Aidas Tech),22:09:out(Aidas Tech),",2023-02-22 00:00:00,02:27,0,3,05:28
11,0008,0008,GS,09:30,23:30,12:39,23:59,11:20,00:00,11:20,3:09,00:00,Present ,"12:39:in(Aidas Tech),13:35:out(Aidas Tech),14:24:in(Aidas Tech),16:27:out(Aidas Tech),16:30:(Aidas Tech),18:03:in(Aidas Tech),18:44:out(Aidas Tech),21:34:in(Aidas Tech),21:51:out(Aidas Tech),22:25:in(Aidas Tech),23:29:out(Aidas Tech),23:59:in(Aidas Tech),",2023-02-22 00:00:00,05:01,0,1,06:19
13,010,010,GS,09:30,23:30,09:15,18:17,8:44,00:00,8:44,00:00,5:16,Present ,"09:15:in(Aidas Tech),09:16:(Aidas Tech),09:20:(Aidas Tech),10:10:out(Aidas Tech),10:43:in(Aidas Tech),12:17:out(Aidas Tech),12:23:in(Aidas Tech),13:33:out(Aidas Tech),14:11:in(Aidas Tech),14:14:(Aidas Tech),14:22:out(Aidas Tech),16:18:in(Aidas Tech),16:54:out(Aidas Tech),18:13:in(Aidas Tech),18:17:(Aidas Tech),18:17:(Aidas Tech),",2023-02-22 00:00:00,04:18,0,5,04:26
15,00017,00039,GS,09:30,23:30,09:26,18:43,9:14,00:00,9:14,00:00,4:46,Present ,"09:26:in(Aidas Tech),13:24:out(Aidas Tech),15:20:in(Aidas Tech),15:41:out(Aidas Tech),15:55:in(Aidas Tech),18:43:out(Aidas Tech),",2023-02-22 00:00:00,07:07,0,0,02:07
16,00018,00018,GS,09:30,23:30,08:57,15:49,6:20,00:00,6:20,00:00,7:40,Present ,"08:57:in(Aidas Tech),12:30:out(Aidas Tech),12:36:in(Aidas Tech),13:23:out(Aidas Tech),14:03:in(Aidas Tech),15:49:out(Aidas Tech),",2023-02-22 00:00:00,06:06,0,0,00:14
17,00019,00019,GS,09:30,23:30,13:41,21:32,7:51,00:00,7:51,4:11,1:57,Present ,"13:41:in(Aidas Tech),14:07:out(Aidas Tech),14:12:(Aidas Tech),15:23:in(Aidas Tech),15:24:(Aidas Tech),15:26:(Aidas Tech),15:51:out(Aidas Tech),17:12:in(Aidas Tech),18:46:out(Aidas Tech),18:46:(Aidas Tech),18:47:(Aidas Tech),18:51:in(Aidas Tech),19:49:out(Aidas Tech),19:54:in(Aidas Tech),21:32:out(Aidas Tech),",2023-02-22 00:00:00,05:01,0,5,02:50
19,00024,00024,GS,09:30,23:30,14:14,22:07,7:53,00:00,7:53,4:44,1:22,Present ,"14:14:in(Aidas Tech),16:49:out(Aidas Tech),17:12:in(Aidas Tech),18:06:out(Aidas Tech),18:44:in(Aidas Tech),22:07:out(Aidas Tech),",2023-02-22 00:00:00,06:52,0,0,01:01
21,00027,00027,GS,09:30,23:30,14:16,23:59,9:43,00:00,9:43,4:46,00:00,Present ,"14:16:in(Aidas Tech),15:16:out(Aidas Tech),15:18:(Aidas Tech),17:57:in(Aidas Tech),18:00:(Aidas Tech),18:14:out(Aidas Tech),18:35:in(Aidas Tech),20:41:out(Aidas Tech),20:44:(Aidas Tech),22:25:in(Aidas Tech),23:29:out(Aidas Tech),23:59:in(Aidas Tech),",2023-02-22 00:00:00,04:24,0,3,05:19
23,00030,00030,GS,09:30,23:30,09:48,20:29,10:41,00:00,10:41,00:18,3:00,Present ,"09:48:in(Aidas Tech),10:43:out(Aidas Tech),13:34:in(Aidas Tech),14:16:out(Aidas Tech),18:14:in(Aidas Tech),18:35:out(Aidas Tech),20:15:in(Aidas Tech),20:29:out(Aidas Tech),20:29:(Aidas Tech),",2023-02-22 00:00:00,02:12,0,0,08:29
27,00035,00035,GS,09:30,23:30,14:15,00:38,9:15,1:08,10:23,4:45,00:00,Present ,"14:15:in(Aidas Tech),18:03:out(Aidas Tech),18:44:in(Aidas Tech),19:15:out(Aidas Tech),19:23:in(Aidas Tech),23:29:out(Aidas Tech),00:38:in(Aidas Tech),",2023-02-22 00:00:00,08:25,0,0,00:50
28,00036,00036,GS,09:30,23:30,14:11,00:37,9:19,1:07,10:26,4:41,00:00,Present ,"14:11:in(Aidas Tech),15:17:out(Aidas Tech),15:25:in(Aidas Tech),17:14:out(Aidas Tech),17:17:(Aidas Tech),18:08:in(Aidas Tech),18:44:out(Aidas Tech),19:54:in(Aidas Tech),19:57:(Aidas Tech),19:57:(Aidas Tech),21:34:out(Aidas Tech),21:38:(Aidas Tech),21:38:(Aidas Tech),22:27:in(Aidas Tech),23:33:out(Aidas Tech),00:37:in(Aidas Tech),",2023-02-22 00:00:00,06:14,0,5,03:05
31,00041,00041,GS,09:30,23:30,09:15,19:27,9:58,00:00,9:58,00:00,4:02,Present ,"09:15:in(Aidas Tech),10:10:out(Aidas Tech),10:43:in(Aidas Tech),10:43:(Aidas Tech),11:41:out(Aidas Tech),11:47:in(Aidas Tech),13:21:out(Aidas Tech),13:25:(Aidas Tech),13:34:in(Aidas Tech),14:11:out(Aidas Tech),14:11:(Aidas Tech),14:14:(Aidas Tech),14:22:in(Aidas Tech),14:22:(Aidas Tech),14:22:(Aidas Tech),15:32:out(Aidas Tech),15:35:(Aidas Tech),16:55:in(Aidas Tech),18:13:out(Aidas Tech),18:17:(Aidas Tech),19:27:in(Aidas Tech),",2023-02-22 00:00:00,06:32,0,8,03:26
33,0045,0045,GS,09:30,23:30,08:56,18:35,9:06,00:00,9:06,00:00,4:54,Present ,"08:56:in(Aidas Tech),10:09:out(Aidas Tech),10:15:in(Aidas Tech),10:43:out(Aidas Tech),12:21:in(Aidas Tech),12:24:(Aidas Tech),13:34:out(Aidas Tech),14:11:in(Aidas Tech),14:12:(Aidas Tech),14:13:(Aidas Tech),15:23:out(Aidas Tech),15:27:(Aidas Tech),16:23:in(Aidas Tech),16:55:out(Aidas Tech),18:19:in(Aidas Tech),18:22:(Aidas Tech),18:35:out(Aidas Tech),",2023-02-22 00:00:00,04:46,0,5,04:20
1,00000,00000,GS,09:30,23:30,09:12,17:57,8:28,00:00,8:28,00:00,5:32,Present ,"09:12:in(Aidas Tech),10:55:out(Aidas Tech),10:59:(Aidas Tech),11:40:in(Aidas Tech),12:08:out(Aidas Tech),13:47:in(Aidas Tech),14:27:out(Aidas Tech),16:24:in(Aidas Tech),16:28:(Aidas Tech),17:57:out(Aidas Tech),",2023-02-23 00:00:00,04:20,0,2,04:08
5,1,1,GS,09:30,23:30,12:41,17:24,4:43,00:00,4:43,3:11,6:05,Present ,"12:41:in(Aidas Tech),12:41:(Aidas Tech),13:45:out(Aidas Tech),16:14:in(Aidas Tech),17:24:out(Aidas Tech),",2023-02-23 00:00:00,02:14,0,1,02:29
6,0003,0003,GS,09:30,23:30,11:36,21:37,10:01,00:00,10:01,2:06,1:52,Present ,"11:36:in(Aidas Tech),12:59:out(Aidas Tech),13:02:(Aidas Tech),13:47:in(Aidas Tech),13:51:(Aidas Tech),14:56:out(Aidas Tech),16:07:in(Aidas Tech),16:29:out(Aidas Tech),18:44:in(Aidas Tech),18:44:(Aidas Tech),19:07:out(Aidas Tech),19:44:in(Aidas Tech),19:46:(Aidas Tech),20:28:out(Aidas Tech),20:31:(Aidas Tech),21:02:in(Aidas Tech),21:20:out(Aidas Tech),21:37:in(Aidas Tech),",2023-02-23 00:00:00,04:13,0,5,05:48
8,006,006,GS,09:30,23:30,14:10,21:38,7:28,00:00,7:28,4:40,1:51,Present ,"14:10:in(Aidas Tech),18:45:out(Aidas Tech),19:20:in(Aidas Tech),20:31:out(Aidas Tech),20:35:(Aidas Tech),21:38:in(Aidas Tech),",2023-02-23 00:00:00,05:46,0,1,01:42
9,007,007,GS,09:30,23:30,09:42,20:06,10:24,00:00,10:24,00:00,3:23,Present ,"09:42:in(Aidas Tech),10:03:out(Aidas Tech),10:29:in(Aidas Tech),12:01:out(Aidas Tech),12:02:(Aidas Tech),13:02:in(Aidas Tech),13:06:(Aidas Tech),13:46:out(Aidas Tech),14:28:in(Aidas Tech),16:31:out(Aidas Tech),16:34:(Aidas Tech),17:00:in(Aidas Tech),17:32:out(Aidas Tech),20:06:in(Aidas Tech),",2023-02-23 00:00:00,05:08,0,3,05:16
10,00007,00007,GS,09:30,23:30,11:50,22:02,10:12,00:00,10:12,2:20,1:27,Present ,"11:50:in(Aidas Tech),13:57:out(Aidas Tech),13:58:(Aidas Tech),14:15:in(Aidas Tech),14:23:out(Aidas Tech),15:12:in(Aidas Tech),15:20:out(Aidas Tech),18:29:in(Aidas Tech),19:26:out(Aidas Tech),22:02:in(Aidas Tech),",2023-02-23 00:00:00,03:20,0,1,06:52
11,0008,0008,GS,09:30,23:30,12:57,23:58,11:01,00:00,11:01,3:27,00:00,Present ,"12:57:in(Aidas Tech),15:05:out(Aidas Tech),15:06:(Aidas Tech),16:53:in(Aidas Tech),16:56:(Aidas Tech),17:22:out(Aidas Tech),17:37:in(Aidas Tech),18:26:out(Aidas Tech),19:19:in(Aidas Tech),22:02:out(Aidas Tech),22:37:in(Aidas Tech),23:58:out(Aidas Tech),",2023-02-23 00:00:00,07:27,0,2,03:34
13,010,010,GS,09:30,23:30,09:17,20:06,10:37,00:00,10:37,00:00,3:23,Present ,"09:17:in(Aidas Tech),09:18:(Aidas Tech),09:23:out(Aidas Tech),10:03:in(Aidas Tech),10:29:out(Aidas Tech),12:48:in(Aidas Tech),12:52:(Aidas Tech),12:52:(Aidas Tech),13:46:out(Aidas Tech),14:27:in(Aidas Tech),14:27:(Aidas Tech),14:31:(Aidas Tech),16:18:out(Aidas Tech),16:23:(Aidas Tech),16:59:in(Aidas Tech),17:32:out(Aidas Tech),18:56:in(Aidas Tech),19:01:(Aidas Tech),20:06:out(Aidas Tech),",2023-02-23 00:00:00,04:50,0,7,05:47
14,00015,00015,GS,09:30,23:30,14:56,19:51,4:55,00:00,4:55,5:26,3:38,Present ,"14:56:in(Aidas Tech),16:57:out(Aidas Tech),17:11:in(Aidas Tech),18:30:out(Aidas Tech),18:33:(Aidas Tech),19:51:in(Aidas Tech),",2023-02-23 00:00:00,03:20,0,1,01:35
15,00017,00039,GS,09:30,23:30,09:27,18:38,9:09,00:00,9:09,00:00,4:51,Present ,"09:27:in(Aidas Tech),10:08:out(Aidas Tech),10:32:in(Aidas Tech),11:50:out(Aidas Tech),12:17:in(Aidas Tech),13:42:out(Aidas Tech),14:35:in(Aidas Tech),15:49:out(Aidas Tech),16:17:in(Aidas Tech),17:07:out(Aidas Tech),17:11:(Aidas Tech),17:24:in(Aidas Tech),18:09:out(Aidas Tech),18:38:in(Aidas Tech),",2023-02-23 00:00:00,06:13,0,1,02:56
17,00019,00019,GS,09:30,23:30,12:52,21:18,8:26,00:00,8:26,3:22,2:11,Present ,"12:52:in(Aidas Tech),13:45:out(Aidas Tech),13:47:(Aidas Tech),14:29:in(Aidas Tech),14:35:out(Aidas Tech),15:42:in(Aidas Tech),15:47:out(Aidas Tech),15:47:(Aidas Tech),16:16:in(Aidas Tech),16:35:out(Aidas Tech),17:20:in(Aidas Tech),17:26:out(Aidas Tech),19:36:in(Aidas Tech),19:42:out(Aidas Tech),21:18:in(Aidas Tech),",2023-02-23 00:00:00,01:35,0,2,06:51
19,00024,00024,GS,09:30,23:30,14:37,22:02,7:25,00:00,7:25,5:07,1:27,Present ,"14:37:in(Aidas Tech),18:28:out(Aidas Tech),19:20:in(Aidas Tech),22:02:out(Aidas Tech),",2023-02-23 00:00:00,06:33,0,0,00:52
20,00026,00026,GS,09:30,23:30,12:12,21:31,9:19,00:00,9:19,2:42,1:58,Present ,"12:12:in(Aidas Tech),12:12:(Aidas Tech),13:42:out(Aidas Tech),14:28:in(Aidas Tech),17:00:out(Aidas Tech),17:32:in(Aidas Tech),21:31:out(Aidas Tech),",2023-02-23 00:00:00,08:01,0,1,01:18
21,00027,00027,GS,09:30,23:30,10:23,21:39,11:16,00:00,11:16,00:53,1:50,Present ,"10:23:in(Aidas Tech),11:09:out(Aidas Tech),11:10:(Aidas Tech),11:40:in(Aidas Tech),12:04:out(Aidas Tech),13:18:in(Aidas Tech),13:22:(Aidas Tech),13:47:out(Aidas Tech),14:29:in(Aidas Tech),14:29:(Aidas Tech),15:54:out(Aidas Tech),15:57:(Aidas Tech),16:58:in(Aidas Tech),17:32:out(Aidas Tech),18:00:in(Aidas Tech),18:03:(Aidas Tech),18:29:out(Aidas Tech),18:30:(Aidas Tech),19:09:in(Aidas Tech),19:12:(Aidas Tech),20:57:out(Aidas Tech),21:30:in(Aidas Tech),21:31:(Aidas Tech),21:39:out(Aidas Tech),",2023-02-23 00:00:00,05:53,0,8,05:23
23,00030,00030,GS,09:30,23:30,09:16,20:07,10:37,00:00,10:37,00:00,3:23,Present ,"09:16:in(Aidas Tech),10:03:out(Aidas Tech),10:32:in(Aidas Tech),13:46:out(Aidas Tech),14:29:in(Aidas Tech),14:30:(Aidas Tech),14:30:(Aidas Tech),16:59:out(Aidas Tech),17:32:in(Aidas Tech),18:28:out(Aidas Tech),18:31:(Aidas Tech),20:06:in(Aidas Tech),20:07:(Aidas Tech),",2023-02-23 00:00:00,07:26,0,4,03:11
27,00035,00035,GS,09:30,23:30,14:10,00:00,9:20,00:30,9:50,4:40,00:00,Present ,"14:10:in(Aidas Tech),18:45:out(Aidas Tech),19:19:in(Aidas Tech),22:02:out(Aidas Tech),22:43:in(Aidas Tech),00:00:out(Aidas Tech),",2023-02-23 00:00:00,08:35,0,0,00:45
28,00036,00036,GS,09:30,23:30,14:38,00:00,8:52,00:30,9:22,5:08,00:00,Present ,"14:38:in(Aidas Tech),17:37:out(Aidas Tech),17:42:in(Aidas Tech),18:27:out(Aidas Tech),18:31:(Aidas Tech),18:31:(Aidas Tech),19:20:in(Aidas Tech),20:38:out(Aidas Tech),20:44:in(Aidas Tech),21:44:out(Aidas Tech),21:50:in(Aidas Tech),22:02:out(Aidas Tech),23:13:in(Aidas Tech),00:00:out(Aidas Tech),",2023-02-23 00:00:00,07:01,0,2,01:51
31,00041,00041,GS,09:30,23:30,09:17,20:06,10:37,00:00,10:37,00:00,3:23,Present ,"09:17:in(Aidas Tech),09:18:(Aidas Tech),09:23:out(Aidas Tech),09:23:(Aidas Tech),10:03:in(Aidas Tech),10:29:out(Aidas Tech),13:46:in(Aidas Tech),14:27:out(Aidas Tech),14:27:(Aidas Tech),14:27:(Aidas Tech),14:31:(Aidas Tech),16:59:in(Aidas Tech),17:32:out(Aidas Tech),18:03:in(Aidas Tech),18:12:out(Aidas Tech),20:06:in(Aidas Tech),",2023-02-23 00:00:00,01:54,0,5,08:43
33,0045,0045,GS,09:30,23:30,08:33,18:43,9:14,00:00,9:14,00:00,4:46,Present ,"08:33:in(Aidas Tech),09:20:out(Aidas Tech),09:22:(Aidas Tech),10:03:in(Aidas Tech),10:32:out(Aidas Tech),11:21:in(Aidas Tech),11:25:(Aidas Tech),13:42:out(Aidas Tech),14:16:in(Aidas Tech),16:16:out(Aidas Tech),16:38:in(Aidas Tech),18:43:out(Aidas Tech),",2023-02-23 00:00:00,07:38,0,2,01:36
1,00000,00000,GS,09:30,23:30,09:20,18:15,8:46,00:00,8:46,00:00,5:14,Present ,"09:20:in(Aidas Tech),11:08:out(Aidas Tech),11:21:in(Aidas Tech),13:14:out(Aidas Tech),14:10:in(Aidas Tech),16:48:out(Aidas Tech),17:11:in(Aidas Tech),18:15:out(Aidas Tech),",2023-02-24 00:00:00,07:23,0,0,01:23
5,1,1,GS,09:30,23:30,14:09,19:26,5:17,00:00,5:17,4:39,4:03,Present ,"14:09:in(Aidas Tech),14:10:(Aidas Tech),14:42:out(Aidas Tech),14:42:(Aidas Tech),15:59:in(Aidas Tech),16:02:(Aidas Tech),17:51:out(Aidas Tech),18:32:in(Aidas Tech),18:32:(Aidas Tech),19:26:out(Aidas Tech),",2023-02-24 00:00:00,03:15,0,4,02:02
6,0003,0003,GS,09:30,23:30,16:23,23:05,6:42,00:00,6:42,6:53,00:24,Present ,"16:23:in(Aidas Tech),17:51:out(Aidas Tech),18:41:in(Aidas Tech),19:47:out(Aidas Tech),20:01:in(Aidas Tech),21:36:out(Aidas Tech),21:36:(Aidas Tech),21:53:in(Aidas Tech),23:05:out(Aidas Tech),",2023-02-24 00:00:00,05:21,0,1,01:21
7,00005,00005,GS,09:30,23:30,14:13,23:05,8:52,00:00,8:52,4:43,00:24,Present ,"14:13:in(Aidas Tech),16:48:out(Aidas Tech),16:53:in(Aidas Tech),18:18:out(Aidas Tech),18:25:in(Aidas Tech),18:56:out(Aidas Tech),20:00:in(Aidas Tech),21:40:out(Aidas Tech),21:47:in(Aidas Tech),22:21:out(Aidas Tech),22:59:in(Aidas Tech),23:01:(Aidas Tech),23:05:out(Aidas Tech),",2023-02-24 00:00:00,06:49,0,1,02:03
8,006,006,GS,09:30,23:30,13:51,21:33,7:42,00:00,7:42,4:21,1:56,Present ,"13:51:in(Aidas Tech),15:33:out(Aidas Tech),16:13:in(Aidas Tech),18:17:out(Aidas Tech),18:19:(Aidas Tech),19:13:in(Aidas Tech),19:17:(Aidas Tech),20:25:out(Aidas Tech),20:28:(Aidas Tech),21:33:in(Aidas Tech),",2023-02-24 00:00:00,04:54,0,3,02:48
9,007,007,GS,09:30,23:30,09:27,19:47,10:18,00:00,10:18,00:00,3:42,Present ,"09:27:in(Aidas Tech),11:40:out(Aidas Tech),11:43:(Aidas Tech),13:16:in(Aidas Tech),13:57:out(Aidas Tech),19:47:in(Aidas Tech),",2023-02-24 00:00:00,02:54,0,1,07:24
10,00007,00007,GS,09:30,23:30,14:21,23:07,8:43,00:00,8:43,4:51,00:25,Present ,"14:21:in(Aidas Tech),15:36:out(Aidas Tech),15:37:(Aidas Tech),15:37:(Aidas Tech),17:22:in(Aidas Tech),17:23:(Aidas Tech),17:43:out(Aidas Tech),17:47:(Aidas Tech),17:47:(Aidas Tech),20:30:in(Aidas Tech),20:38:out(Aidas Tech),20:45:in(Aidas Tech),20:49:(Aidas Tech),21:18:out(Aidas Tech),21:59:in(Aidas Tech),23:04:out(Aidas Tech),23:07:(Aidas Tech),23:07:(Aidas Tech),",2023-02-24 00:00:00,03:17,0,7,05:26
11,0008,0008,GS,09:30,23:30,11:18,22:48,11:30,00:00,11:30,1:48,00:41,Present ,"11:18:in(Aidas Tech),11:24:out(Aidas Tech),11:28:(Aidas Tech),14:09:in(Aidas Tech),14:13:(Aidas Tech),15:32:out(Aidas Tech),16:13:in(Aidas Tech),17:22:out(Aidas Tech),17:27:(Aidas Tech),19:51:in(Aidas Tech),19:56:(Aidas Tech),21:41:out(Aidas Tech),22:22:in(Aidas Tech),22:48:out(Aidas Tech),",2023-02-24 00:00:00,04:45,0,4,06:45
13,010,010,GS,09:30,23:30,08:31,19:55,10:21,00:00,10:21,00:00,3:39,Present ,"08:31:in(Aidas Tech),09:04:out(Aidas Tech),09:31:in(Aidas Tech),09:32:(Aidas Tech),09:35:(Aidas Tech),10:52:out(Aidas Tech),11:00:in(Aidas Tech),13:16:out(Aidas Tech),14:05:in(Aidas Tech),14:06:(Aidas Tech),14:11:out(Aidas Tech),17:28:in(Aidas Tech),17:34:out(Aidas Tech),19:13:in(Aidas Tech),19:50:out(Aidas Tech),19:55:(Aidas Tech),",2023-02-24 00:00:00,04:54,0,3,05:27
14,00015,00015,GS,09:30,23:30,14:09,17:12,3:03,00:00,3:03,4:39,6:17, ½Present ,"14:09:in(Aidas Tech),14:12:(Aidas Tech),14:13:(Aidas Tech),16:53:out(Aidas Tech),17:03:in(Aidas Tech),17:03:(Aidas Tech),17:12:out(Aidas Tech),",2023-02-24 00:00:00,02:49,0,3,00:14
15,00017,00039,GS,09:30,23:30,09:25,18:08,8:39,00:00,8:39,00:00,5:21,Present ,"09:25:in(Aidas Tech),11:16:out(Aidas Tech),11:46:in(Aidas Tech),13:16:out(Aidas Tech),14:12:in(Aidas Tech),14:49:out(Aidas Tech),15:06:in(Aidas Tech),18:08:out(Aidas Tech),",2023-02-24 00:00:00,07:00,0,0,01:39
16,00018,00018,GS,09:30,23:30,08:14,17:32,8:03,00:00,8:03,00:00,5:57,Present ,"08:14:in(Aidas Tech),10:17:out(Aidas Tech),10:24:in(Aidas Tech),11:08:out(Aidas Tech),11:21:in(Aidas Tech),13:13:out(Aidas Tech),14:10:in(Aidas Tech),16:47:out(Aidas Tech),17:11:in(Aidas Tech),17:32:out(Aidas Tech),",2023-02-24 00:00:00,07:37,0,0,00:26
17,00019,00019,GS,09:30,23:30,13:01,21:14,8:13,00:00,8:13,3:31,2:15,Present ,"13:01:in(Aidas Tech),13:30:out(Aidas Tech),13:32:(Aidas Tech),14:13:in(Aidas Tech),14:15:(Aidas Tech),15:01:out(Aidas Tech),15:07:in(Aidas Tech),16:02:out(Aidas Tech),16:03:(Aidas Tech),17:19:in(Aidas Tech),17:24:out(Aidas Tech),17:32:in(Aidas Tech),17:57:out(Aidas Tech),18:59:in(Aidas Tech),19:44:out(Aidas Tech),21:14:in(Aidas Tech),",2023-02-24 00:00:00,03:25,0,3,04:48
19,00024,00024,GS,09:30,23:30,14:21,23:08,8:47,00:00,8:47,4:51,00:21,Present ,"14:21:in(Aidas Tech),14:21:(Aidas Tech),23:08:out(Aidas Tech),",2023-02-24 00:00:00,08:47,0,1,00:00
20,00026,00026,GS,09:30,23:30,11:51,19:16,7:25,00:00,7:25,2:21,4:13,Present ,"11:51:in(Aidas Tech),11:54:(Aidas Tech),11:57:out(Aidas Tech),13:16:in(Aidas Tech),14:10:out(Aidas Tech),15:32:in(Aidas Tech),15:37:(Aidas Tech),18:15:out(Aidas Tech),18:19:(Aidas Tech),19:16:in(Aidas Tech),",2023-02-24 00:00:00,03:35,0,3,03:50
21,00027,00027,GS,09:30,23:30,11:07,21:26,10:18,00:00,10:18,1:37,2:04,Present ,"11:07:in(Aidas Tech),12:58:out(Aidas Tech),14:32:in(Aidas Tech),14:59:out(Aidas Tech),14:59:(Aidas Tech),15:24:in(Aidas Tech),15:44:out(Aidas Tech),15:45:(Aidas Tech),17:03:in(Aidas Tech),17:05:(Aidas Tech),17:17:out(Aidas Tech),17:18:(Aidas Tech),19:00:in(Aidas Tech),19:06:out(Aidas Tech),19:13:in(Aidas Tech),19:50:out(Aidas Tech),19:55:(Aidas Tech),20:27:in(Aidas Tech),21:25:out(Aidas Tech),21:26:(Aidas Tech),",2023-02-24 00:00:00,04:31,0,5,05:47
23,00030,00030,GS,09:30,23:30,09:31,19:55,10:24,00:00,10:24,00:00,3:34,Present ,"09:31:in(Aidas Tech),14:05:out(Aidas Tech),15:00:in(Aidas Tech),15:05:out(Aidas Tech),19:13:in(Aidas Tech),19:50:out(Aidas Tech),19:55:in(Aidas Tech),",2023-02-24 00:00:00,05:16,0,0,05:08
27,00035,00035,GS,09:30,23:30,13:52,23:05,9:13,00:00,9:13,4:22,00:24,Present ,"13:52:in(Aidas Tech),14:01:out(Aidas Tech),15:33:in(Aidas Tech),16:13:out(Aidas Tech),20:19:in(Aidas Tech),20:24:(Aidas Tech),21:41:out(Aidas Tech),22:22:in(Aidas Tech),23:05:out(Aidas Tech),",2023-02-24 00:00:00,02:49,0,1,06:24
